Total_size,LotArea,Neighborhood,BldgType_clean,OverallQual,Age_at_sale,ExterQual,Outdoor_Porch_Size,YrSold,KitchenQual,Fireplaces,log_sales
2450,8688,Somerst,1Fam,7,1,Gd,267,2006,Gd,0,12.354492650648448
2088,3363,Edwards,Twnhs,7,2,Gd,40,2006,Gd,0,11.77528972943772
4064,13173,NridgHt,1Fam,9,2,Gd,506,2009,Ex,2,12.691580461311874
1842,6955,NridgHt,Twnhs,7,0,Gd,167,2006,Gd,1,12.218495165528731
2216,8072,CollgCr,1Fam,5,14,TA,64,2009,TA,0,11.835008964139341
2402,12000,OldTown,1Fam,5,3,TA,36,2008,Gd,0,11.898187865760873
2990,7153,SawyerW,1Fam,6,17,TA,163,2008,Gd,0,12.096257779522967
3875,17500,Crawfor,1Fam,7,8,Gd,207,2010,Ex,2,12.721885810807203
2707,8814,CollgCr,1Fam,7,0,Gd,362,2007,Gd,0,12.220961258023925
4042,9572,NoRidge,1Fam,8,17,Gd,500,2007,Gd,1,12.618182296357007
3378,14774,NoRidge,1Fam,9,11,Gd,698,2010,Gd,1,12.716402146247475
1960,8190,Edwards,1Fam,4,53,TA,36,2007,TA,1,11.686878772093667
3464,11075,NAmes,1Fam,6,39,TA,280,2008,TA,2,12.239990863733635
2490,10226,CollgCr,1Fam,8,1,Gd,214,2009,Ex,1,12.596400426884427
1818,4230,Somerst,Twnhs,7,0,Gd,241,2007,Gd,1,12.249610947544657
2535,14781,CollgCr,1Fam,8,4,Gd,348,2006,Gd,1,12.524526376648708
1688,10215,Edwards,1Fam,4,53,TA,0,2007,TA,0,11.617285480294472
2770,8400,NAmes,1Fam,6,52,TA,114,2009,TA,2,11.960811288962345
1007,6627,BrkSide,1Fam,3,58,TA,0,2008,TA,0,11.191341840842766
3161,10186,NoRidge,1Fam,7,18,Gd,279,2010,Gd,1,12.154779351142624
988,5330,BrkSide,1Fam,4,59,Fa,164,2009,Fa,0,11.320553572322773
2690,9986,Somerst,1Fam,8,0,Gd,49,2007,Gd,1,11.898187865760873
796,3636,IDOTRR,1Fam,4,58,TA,0,2008,TA,0,10.915088464214607
1318,4270,Edwards,1Fam,3,1,TA,0,2007,Gd,0,11.27720313144916
1721,6600,Mitchel,1Fam,5,0,Gd,0,2008,Gd,1,11.779128505744886
3805,10440,OldTown,1Fam,6,58,Gd,547,2008,TA,2,12.4529327234617
2094,9084,Gilbert,1Fam,7,8,TA,28,2006,TA,1,12.081076155355488
2413,10000,Somerst,1Fam,8,1,Gd,189,2007,Gd,1,12.332705296463539
2013,10780,CollgCr,1Fam,5,30,TA,0,2006,TA,0,11.794337924408413
1794,8877,Edwards,1Fam,4,51,TA,0,2009,TA,1,11.512925464970229
1657,7200,IDOTRR,1Fam,5,11,TA,65,2006,Gd,0,11.740061037553975
2570,2368,BrDale,Twnhs,5,39,TA,36,2009,TA,0,11.736069016284437
2650,9650,NWAmes,1Fam,6,32,TA,16,2009,TA,1,12.031123843065632
2162,9246,NWAmes,Duplex,5,35,TA,211,2008,TA,0,11.813030057420567
693,4118,OldTown,1Fam,4,56,TA,20,2006,Fa,0,10.868568448579715
3053,13450,CollgCr,1Fam,7,4,Gd,237,2006,Gd,0,12.206072645530174
1512,9560,CollgCr,1Fam,5,34,TA,0,2006,TA,0,11.763684183317412
1352,8294,NAmes,1Fam,4,36,TA,0,2007,TA,0,11.719939634354555
2504,13695,SawyerW,1Fam,6,4,TA,78,2008,Gd,0,11.951180395901384
2816,9375,CollgCr,1Fam,8,5,Gd,279,2007,Gd,1,12.339291489316397
2255,7558,Crawfor,1Fam,6,59,TA,0,2009,TA,1,12.083905011555967
1896,11103,CollgCr,1Fam,7,1,Gd,0,2007,Gd,1,11.956553034172742
1518,6000,OldTown,1Fam,4,57,TA,0,2007,Fa,0,11.594505451962652
3029,20781,NWAmes,1Fam,7,3,TA,80,2006,TA,1,12.478006361013815
2568,15306,Timber,1Fam,8,0,Gd,0,2007,Gd,1,12.554836882168736
3451,16196,SawyerW,1Fam,7,9,Gd,427,2007,Gd,1,12.2783933071098
2412,5250,OldTown,1Fam,8,21,TA,54,2008,TA,0,11.711776323715394
4102,11643,NAmes,Duplex,5,40,TA,0,2009,TA,0,12.206072645530174
2525,9247,NAmes,1Fam,6,46,TA,84,2008,TA,1,12.049418835484797
1800,6000,BrkSide,1Fam,6,9,Gd,210,2009,TA,0,11.812289042195847
4720,14720,NoRidge,1Fam,8,14,Gd,369,2010,Gd,1,12.92391243868049
3439,10316,CollgCr,1Fam,7,8,Gd,184,2008,Gd,1,12.367340793126296
2407,10192,NWAmes,1Fam,7,14,TA,98,2006,Gd,1,12.043553716032399
1496,9477,NAmes,1Fam,5,42,TA,0,2008,TA,0,11.608235644774552
2312,12537,NAmes,1Fam,5,2,TA,0,2010,TA,1,11.917723684090689
2391,2117,Somerst,Twnhs,6,10,Gd,32,2010,Gd,0,12.086725887897607
4197,16737,NridgHt,1Fam,9,1,Gd,239,2006,Ex,1,12.66032791780777
3222,9842,SWISU,1Fam,5,10,TA,183,2008,TA,0,12.14950229404178
3234,16158,StoneBr,1Fam,7,4,Gd,204,2009,Gd,1,12.468436909997665
2106,12513,NAmes,1Fam,4,2,TA,55,2009,TA,1,11.560762794384388
1844,8499,Gilbert,1Fam,6,0,TA,36,2007,Gd,1,11.963567869487337
1600,3180,Somerst,Twnhs,7,1,Gd,166,2006,Gd,0,11.87862357740665
2870,7500,Somerst,1Fam,7,10,Gd,96,2010,Gd,0,12.283033686666302
3011,9179,CollgCr,1Fam,7,9,Gd,88,2008,Gd,0,12.170445467887022
2532,2665,MeadowV,Twnhs,5,29,TA,130,2006,TA,1,11.751942365440728
1953,4435,CollgCr,Twnhs,6,5,Gd,140,2009,Gd,0,11.877568578558138
3512,10635,CollgCr,1Fam,8,7,Gd,262,2010,Gd,1,12.354492650648448
2132,5400,OldTown,1Fam,4,59,Fa,0,2009,TA,0,11.56171562913966
2869,9600,NAmes,1Fam,6,12,TA,28,2008,Gd,1,12.016726473799254
3655,9750,CollgCr,1Fam,7,8,TA,423,2006,Gd,1,12.521977676925694
4719,11400,NoRidge,1Fam,10,5,Ex,454,2007,Ex,2,13.053013299269535
2894,10625,Somerst,1Fam,7,3,Gd,364,2008,Gd,1,12.429216196844383
2293,10991,Timber,1Fam,8,0,Gd,136,2007,Gd,1,12.384218830913648
1334,6292,SWISU,1Fam,6,58,TA,141,2008,TA,0,11.418614785498987
3092,10998,Edwards,1Fam,5,49,TA,68,2009,TA,0,11.669929213779893
1560,1953,BrDale,Twnhs,6,33,TA,72,2006,TA,0,11.326595886778735
1794,9735,Timber,1Fam,5,1,TA,100,2008,Gd,0,12.028738630247258
1267,8212,Edwards,1Fam,3,60,TA,0,2010,TA,0,10.976782033219948
3532,12925,NAmes,1Fam,6,38,TA,42,2008,TA,2,12.377922902456833
2338,7200,OldTown,1Fam,7,56,TA,36,2006,Gd,0,11.964001084330445
1992,25339,Sawyer,1Fam,5,0,TA,0,2007,Gd,0,11.626254150277232
1742,9060,Edwards,1Fam,6,59,TA,0,2009,TA,0,11.56171562913966
2129,5436,IDOTRR,1Fam,4,3,TA,96,2010,Gd,0,11.740061037553975
4607,16692,NWAmes,1Fam,7,28,TA,112,2006,Gd,2,12.429216196844383
3456,8520,OldTown,1Fam,6,57,TA,103,2007,Gd,1,11.820410164718188
3824,14892,Gilbert,1Fam,9,2,Ex,240,2009,Ex,2,12.841325847671216
2033,6000,BrkSide,1Fam,6,57,TA,0,2007,TA,1,11.782952602183288
3466,9100,CollgCr,1Fam,7,6,Gd,255,2006,Gd,0,12.367340793126296
2376,8944,NAmes,Duplex,5,42,TA,152,2009,TA,0,11.728036844587175
1957,7838,NAmes,1Fam,5,39,TA,319,2006,TA,1,11.719939634354555
2584,10800,OldTown,2fmCon,6,8,TA,25,2008,TA,1,12.0015054797889
3218,4045,Blmngtn,Twnhs,7,0,Gd,181,2006,Gd,1,12.415433652431746
3124,12665,Timber,1Fam,8,1,Gd,183,2007,Gd,1,12.54686766829102
2946,57200,Timber,1Fam,5,60,TA,0,2010,TA,2,11.982929094215963
1693,6120,BrkSide,1Fam,5,3,TA,24,2007,TA,0,11.831379196088763
2676,7200,NAmes,1Fam,5,27,TA,0,2009,TA,0,11.835008964139341
2088,6171,SWISU,1Fam,6,19,TA,163,2009,Gd,1,11.83101549359339
1366,6000,BrkSide,1Fam,6,58,TA,0,2008,TA,1,11.695247021764184
2750,7415,Gilbert,1Fam,6,4,TA,175,2008,TA,1,12.170445467887022
1956,6762,CollgCr,1Fam,7,0,Gd,223,2006,Gd,1,12.174989532116426
3147,15256,Somerst,1Fam,8,0,Gd,328,2007,Gd,0,12.552926520261092
2150,10410,OldTown,1Fam,3,56,TA,216,2006,TA,0,11.56171562913966
3501,3842,Crawfor,Twnhs,8,3,Gd,181,2008,Gd,1,12.524526376648708
1820,8445,CollgCr,1Fam,5,2,TA,58,2009,TA,0,11.79810440720389
1458,8780,Mitchel,1Fam,5,24,TA,0,2009,TA,0,11.626254150277232
1891,7740,OldTown,1Fam,4,60,TA,0,2010,TA,0,11.740061037553975
2635,20544,NWAmes,1Fam,7,17,TA,427,2008,TA,1,12.2783933071098
3128,12420,CollgCr,1Fam,7,8,Gd,45,2009,Gd,0,12.345834587905333
2059,9600,NAmes,1Fam,6,4,TA,0,2009,TA,0,11.84939770159144
1460,7200,NAmes,Duplex,4,59,TA,0,2009,TA,0,11.407564949312402
3440,10994,SawyerW,1Fam,8,3,Gd,209,2009,Gd,1,12.456831363877356
2218,13053,BrkSide,1Fam,6,8,TA,0,2008,Gd,1,12.240474072247506
3217,3635,Blmngtn,Twnhs,7,2,Gd,163,2009,Gd,1,12.077670930725649
2850,11340,OldTown,2fmCon,4,60,TA,0,2010,TA,0,11.715866308966918
4300,16545,NoRidge,1Fam,8,11,Gd,126,2009,Gd,1,12.736700896592344
2377,9204,NAmes,1Fam,5,45,TA,88,2008,TA,0,11.728036844587175
3494,16381,Crawfor,1Fam,6,37,Gd,73,2006,Gd,1,12.314927050442256
2596,11700,NWAmes,1Fam,6,38,TA,169,2006,TA,1,12.100156419938624
1869,4043,NPkVill,Twnhs,6,33,TA,55,2010,TA,1,11.755871643580617
1954,4435,CollgCr,Twnhs,6,5,Gd,140,2008,Gd,0,11.824079893607152
2633,19690,Edwards,1Fam,6,40,Gd,822,2006,Gd,1,12.524417279788771
2659,9503,NAmes,1Fam,5,24,TA,344,2007,TA,1,11.877568578558138
1780,10721,NAmes,1Fam,6,49,Gd,39,2008,Gd,0,11.863582336583399
3652,10944,NoRidge,1Fam,7,14,Gd,303,2008,Gd,2,12.509874099861838
2426,10930,NAmes,1Fam,5,58,TA,0,2008,TA,1,11.84939770159144
1554,7200,OldTown,1Fam,5,18,TA,0,2010,Gd,2,11.686878772093667
2585,12546,NWAmes,1Fam,6,26,Gd,0,2007,Gd,1,12.116694834378958
2210,21930,Gilbert,1Fam,5,1,Gd,140,2006,TA,1,12.16597955196373
2356,4928,NPkVill,Twnhs,6,33,TA,60,2009,TA,0,11.875830958659597
1184,10800,OldTown,1Fam,4,0,TA,0,2007,TA,0,11.074420502783864
2243,10261,Gilbert,1Fam,6,8,TA,0,2008,TA,1,12.136186518066006
2546,17400,Mitchel,1Fam,5,29,TA,336,2006,TA,1,11.982929094215963
1999,8400,NAmes,1Fam,6,3,Gd,36,2008,Gd,1,12.066810578196666
2008,9000,NAmes,1Fam,4,36,TA,0,2007,TA,0,11.699405031912846
4042,12444,NridgHt,1Fam,8,0,Ex,66,2008,Ex,1,12.885670953244288
2759,7407,OldTown,1Fam,6,14,TA,158,2010,TA,0,11.91638857040772
2700,11584,NWAmes,1Fam,7,28,TA,88,2007,TA,1,12.190959007720126
2843,11526,Crawfor,1Fam,6,14,TA,431,2008,TA,1,12.160028707028767
1965,4426,CollgCr,Twnhs,6,4,Gd,149,2008,Gd,1,11.913712983527281
3584,11003,Somerst,1Fam,10,1,Ex,220,2009,Ex,1,12.644327576461329
1144,8854,BrkSide,1Fam,6,59,TA,98,2009,Fa,1,11.703545824578878
2048,8500,CollgCr,1Fam,7,3,Gd,252,2007,Gd,0,12.098487434850236
1967,8400,Sawyer,1Fam,6,41,TA,0,2007,TA,0,11.76756768334381
2093,26142,Mitchel,1Fam,5,48,TA,300,2010,TA,0,11.969717200243734
3725,10000,CollgCr,1Fam,8,11,Gd,65,2007,Gd,1,12.388394202324129
1730,11767,Edwards,1Fam,4,7,TA,192,2007,TA,0,11.626254150277232
1183,1533,MeadowV,Twnhs,5,36,TA,0,2006,Ex,0,11.429543856031177
1792,9000,NAmes,Duplex,5,35,TA,77,2009,TA,0,11.820410164718188
2418,9262,Somerst,1Fam,8,0,Gd,36,2009,Ex,1,12.567551034433226
2144,3675,Edwards,Twnhs,5,1,TA,28,2006,TA,0,11.884489021402711
1140,17217,Mitchel,1Fam,5,0,TA,92,2006,TA,0,11.344506813345266
2031,7500,Somerst,1Fam,7,4,Gd,113,2009,Gd,0,12.128111104060462
2107,7917,Gilbert,1Fam,6,7,TA,40,2007,TA,1,12.072541252905651
3526,13175,NWAmes,1Fam,6,22,TA,349,2010,TA,2,12.254862809699606
2867,9042,Crawfor,1Fam,7,4,Ex,60,2010,Gd,2,12.493129522588037
2396,9717,NAmes,1Fam,5,14,TA,366,2010,Gd,0,11.864462231052837
2652,9937,Edwards,1Fam,5,43,Gd,804,2008,TA,0,11.901583454762012
